0,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
150,120,130,,,,,110,120,,,,,110,120,130
170,180,190,,,,,170,190,,,,,170,180,150
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,110,,,,,,,130,,,,
,,,,150,,,,,,,150,,,,
,,,,150,150,,,,,170,150,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,150
170,150,,,,,,110,120,,,,,,110,150
150,160,,,,,,150,190,,,,,,170,150
180,150,,,,,,,,,,,,,150,150
170,150,130,,,,,200,200,,,,,110,150,150
150,180,160,,,,,,1701,,,,,130,180,170
150,160,140,,,,,110,120,,,,,140,150,130
170,150,130,,,,150,150,150,150,,,,140,170,150
150,150,150,,,,,150,130,,,,,150,150,150
170,180,190,,,,,130,150,,,,,170,180,190
,,,,,,150,150,190,150,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,200,200,,,,,,,
,,,,,,200,,,200,,,,,,
,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,150
,,1106,,,,,,,,,,,,,
,,1106,,,,,,,,,,,,,
,,,,,,,200,200,,,,,,,
,,,,,,,,,,,,,1006,,
,,,,,,,,,,,,,1006,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,110,120,110,120,,,,,,
,,,,,,170,150,150,190,,,,,,
150,,,,,,,,,,,,,,,130
150,,,,,,,,,,,,,,,150
150,130,,,,,,,,,,,,,130,150
150,150,150,,,,,,,,,,,130,150,180
180,150,150,110,,,,,,,,,110,150,150,150
150,150,150,140,,,,,,,,,150,160,150,150
150,160,150,150,150,,,,,,,130,150,150,170,150
150,150,180,150,190,,,,,,150,150,150,150,170,190
190,150,150,150,150,,,,,,150,150,150,150,,
,130,150,150,160,,,,,140,150,130,180,160,,
,150,150,150,140,,,,,160,150,180,150,140,,
130,150,160,150,160,,1700,,,160,150,190,150,180,130,150
150,150,150,150,160,,,,,140,130,150,160,150,150,150
130,150,190,150,150,,,,110,150,150,150,150,180,150,150
150,150,170,150,150,,,,170,150,150,170,150,130,170,190
150,150,150,130,150,,,,,,,,,,,
190,150,150,160,150,,,,,,,,,,,
,150,150,150,160,,,,,,,,,,1702,
,130,150,150,130,,,,,150,,,,,,
130,150,150,160,150,,,,110,160,,,,,,
150,150,150,190,150,150,150,130,170,190,,,,,,130
190,180,150,150,150,150,190,,,,,,,,130,150
,,150,150,150,150,,,,,,,,130,150,180
,,160,150,130,160,,,,,,,,150,150,140
130,150,150,150,150,150,,,,,110,150,110,150,150,150
170,150,150,170,150,190,,,,,150,150,150,150,190,180
,,,,,,,,,,140,150,150,150,150,150
,,,,,,,,,,150,150,190,150,150,150
,,,,,,,,,,150,150,180,150,150,140
,,,,,,,,,130,150,160,,150,190,150
,,,,,,,,,150,150,150,130,,,
,,,,,,,130,150,150,150,150,190,,,
,,,150,150,120,130,150,150,150,150,150,160,,,
,,,170,150,150,150,150,150,190,150,160,,150,130,150
,,,,,170,150,150,140,150,150,150,130,190,150,150
,,,,,,,170,190,150,150,150,150,150,150,150
,,,,,,,,,170,150,150,190,150,180,150
130,,,,,,200,,,,,170,150,150,150,150
170,150,120,150,,,,,200,,,,,170,180,190
150,140,150,180,120,150,,,,,200,,,,,
180,150,160,,150,150,150,160,,,,,,,,
150,150,150,130,150,150,150,150,130,150,,,,,202,
170,170,150,150,170,180,150,180,170,150,150,160,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
