0,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
150,150,150,120,,,,,,,,,110,130,150,150
150,150,150,190,,,,,,,,,170,150,150,150
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,150,120,,,,,,,
,,,,,,,150,120,,,,,,,
,,,,,,,140,160,,,,,,,
,,,,,,,170,150,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,200,,,,,200,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,110,150,150,150,,,,,,
,,,,,,150,150,150,190,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,200,200,,,,,1701,,
,,,,,,,,,,,,,,,
130,160,,,,,,,,,,,,,130,130
150,150,,,,,,,,,,,,,150,150
150,150,150,,,,,,,,,,,,150,150
150,150,150,150,,,,,,,,,,,150,150
150,150,150,150,150,120,,,,,,,,,130,150
150,150,150,150,150,150,150,150,,,,,,,150,150
150,150,150,150,150,150,150,150,150,160,,,,,150,150
150,150,150,150,150,150,150,150,150,150,,,,,,
150,150,150,150,150,150,150,150,150,150,,,,,,
150,150,150,150,150,150,150,150,150,150,,,,,,
170,150,180,150,170,150,150,170,150,190,,,,,,
,,,,,,,,200,,,,,,,
,,,,,,,,200,,,,,,,
,,,,,,,,200,,,,,,,
,,,,,,,,150,150,150,150,120,150,150,150
,,,,,,,,150,150,150,150,150,150,150,150
,,,,,,,,150,150,150,150,150,150,150,150
,,,,,110,150,150,150,150,150,150,150,150,150,150
,1700,,,,150,150,150,150,150,150,150,150,150,150,150
,,,,150,150,150,150,150,150,150,150,150,150,150,150
,,,,150,150,150,150,150,150,150,150,150,150,150,150
,,,,150,150,150,150,150,150,150,150,150,150,150,150
,,,,170,150,150,150,150,170,150,150,150,150,150,150
,,,,,,,,,,,170,150,150,150,150
,,,,,,,,,,,,150,150,150,150
,,,,,200,,,,200,,,170,150,150,150
150,150,,,,,,,,,,,,150,150,150
150,150,150,150,110,150,150,,,,,,,140,150,150
150,150,150,180,150,150,150,150,,,,,,150,150,150
150,150,150,150,150,150,150,150,190,,,,,150,150,150
150,150,150,180,150,150,,,,,,,,,150,150
150,150,150,,,,,,,,,,,,150,150
150,150,,,,,,,,,,,,,,150
150,150,,,,,,,,,,,,,,150
150,150,,,,,,200,,200,,,,,,150
150,150,,,,200,,,,,,200,,,,150
150,150,,,,,,,,,,,,,,150
150,150,,,,,,,,,,,,,,150
150,150,120,130,,,,,,,,,,,,150
150,170,150,150,150,160,,,,,,,,,,150
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,200,,200,,200,,200,,,,1702,,
,,,,,,,,,,,,,,,
,,,,,,150,150,110,150,150,150,150,150,150,155.7142857
,,,,,,150,150,150,150,150,150,150,150,150,150
,,,,,,,,,,,,,150,150,150
,,,,,,,,,,,,,,150,150
,,,,,200,,200,,,,,,,150,130
,,,,,,,,,,,,,,150,150
150,120,,,,,,,,,,,,,150,150
150,150,,,,,,,,,,,,,150,150
150,150,,,,,,200,200,,,,,130,150,150
150,150,150,,,,,,,,,,,150,150,150
150,150,150,150,,,,,,,,,,140,150,150
170,170,180,150,190,,,,,,,,170,180,170,150
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,0
