0,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
110,150,110,150,120,130,150,150,120,110,130,,,,110,130
170,150,190,170,150,180,180,150,150,150,190,,,,150,150
,,,,,,,,,190,190,,,,150,150
,,,,,,,,,110,120,,,,190,150
,,,,,,,,,150,150,,,,130,150
,,,,110,130,,,,170,190,,,,110,150
,,,,150,150,,,,,,,,,110,150
,,,,170,190,,,,,,,,,150,150
,,,,130,120,110,150,120,130,150,110,110,150,150,150
,,,,170,150,150,180,180,150,150,190,170,150,150,150
,,,201,,,201,,,201,,,,,170,150
,,,,,,,,,,,,,,130,150
110,150,150,120,110,150,150,130,110,150,130,,,,150,150
150,150,150,150,150,150,150,150,180,150,190,,,,150,150
150,150,150,150,150,150,180,190,,,,,,,110,150
150,150,190,170,190,,,,,,,,,,110,150
150,150,,,,,,,,,700,,,,150,150
150,190,,,,,,,700,,,,,,190,150
150,120,,,,,700,,,,,,,,130,150
150,150,,,700,,,,,,,,,,150,150
150,160,,,,,,,,,110,150,110,150,150,150
170,190,,,,110,150,120,130,150,150,150,150,150,150,150
1418,1408,1408,1408,1428,170,150,1408,1408,1408,1408,1408,1428,1438,1408,1408
1408,1408,1488,1408,1498,130,150,1408,1408,150,150,1408,1408,1408,1408,1408
1448,1408,,,,170,190,1408,1408,150,150,1408,1408,1408,1408,1408
1408,1408,,,,1408,1408,1408,,,1448,1408,1408,1408,1408,1408
1478,1408,1408,1408,1408,1408,1408,1468,1701,,1408,1408,1408,110,150,150
1478,1408,1408,1488,1408,1488,1408,1478,1408,1498,1478,1408,1408,150,150,150
110,160,140,150,150,130,,,,,,110,150,150,150,150
170,150,180,180,150,190,,,,,,170,150,150,150,150
,,403,,,,,,,,,,150,150,150,150
,,,,,,,,,,,,190,150,150,150
,,,,,,,,,,,,110,150,150,150
,,,,,,,,,,,110,150,150,150,150
,,,,,,,,110,150,120,150,150,150,150,150
,,,,303,110,120,130,150,150,150,150,150,150,150,150
,,,170,150,150,150,150,150,150,150,150,150,150,150,150
,,,,170,150,180,170,150,150,150,150,150,150,150,150
,201,,,,,,,,150,150,150,150,150,150,150
,,,,201,,,,,170,150,180,180,150,150,150
,,,,,,,,,,,,,,150,150
,,,,,,,,200,,,,,,180,150
110,150,130,,,,,,,,,,,,130,150
150,150,150,150,120,130,150,110,160,110,130,1418,1428,1438,150,150
170,150,190,,,,170,150,150,150,150,1488,1408,1498,150,150
,,,,202,,,,170,150,190,,,,170,150
,,,,,,,,,,,,,,130,150
,,,110,150,130,,,,202,,,,,170,150
,,,150,150,150,150,130,,,,110,150,120,130,150
,,,170,180,150,150,150,120,130,150,150,180,180,150,190
,,,,,911,170,150,150,190,,,,,,
,,,,,911,,170,190,,,,,,,
,,,,,,,,,,,,,,,
110,150,130,,,,,,,,,,,130,,
150,150,150,,,,,,,,811,,110,150,,
150,150,150,120,130,,,,,,811,150,150,150,,
170,150,150,150,150,150,120,130,150,180,150,180,150,190,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
110,150,120,130,150,130,,,110,150,120,120,130,150,150,130
170,150,190,170,150,190,,,170,150,190,140,150,180,150,190
1117,1117,,,,,,,,,,,,,,
1117,1117,,,,,,,,,,,,,1700,
1117,1117,,,,,,,,,,,,,,
150,150,150,120,130,150,150,170,170,150,190,,,,110,130
,,,,,,,,,,,,1017,1017,170,150
,1702,,,,,,,,,,,1017,1017,130,150
,,,,,,,,,,,,1017,1017,150,150
,,110,150,120,130,,,,110,150,110,110,150,150,150
,,140,150,150,160,,,,150,150,150,150,150,150,190
,,170,150,180,190,,,,140,150,150,150,150,150,150
,,,,,,,,,110,150,150,150,150,150,150
,,,,,,,,,140,150,150,150,180,150,190
,,,,,,,,,170,150,180,190,,,
130,150,110,150,130,,,,700,,,,,,,
150,150,150,150,150,150,130,,,,700,,,,,
150,190,170,150,180,150,190,,,,,,700,,,
150,120,,,,,,,,,,,,,,
150,150,,,,,,,,,,,,,,
150,160,,,,,,,,,,,,,,
150,190,,,,,,,,,,,,,,
150,120,,,,,,,,,,,,,110,130
150,150,,,,,,,,,,,,,150,150
150,160,,,,,,,,,,,,,150,150
150,150,,,,202,,,,,202,,,,140,150
150,190,,,,,,,,,,,,,150,150
150,120,,,,,,,,,,,,,140,150
170,190,,,,,,,,,,,,,170,190
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0
