0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,110
150,130,,,,,,,,,,,,,110,150
150,150,130,,,,,,200,,,,,110,150,150
150,150,150,130,,,,,,,,,110,150,150,150
150,150,150,190,,,,,,,,,170,150,150,150
150,150,190,,,,,,,,,,,170,180,150
180,190,,,,,,,,,,,,,,170
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,1500,,,,,,,,,,,1500,,
,,,,,,1600,,,1600,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,170,150,,,1701,,150,190,,,,
,,,,,170,,,,,190,,,,,
,,,,,,170,150,150,190,,,,,,
,,,,,,,150,150,,,,,,,
,,,,,,,170,190,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,1600,,,,,,,,,,,,,
,,,,,,,,,,,1500,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,1500,,,,,1418,1438,,,,,1500,,
,,,,,,,1408,1408,,,1600,,,,
,,,,,,,1408,1408,,,,,,,
,,,,,,,1408,1438,,,,,,,
,,,,,,,1408,1408,,,,,,,
,,,,,,,1408,1408,,,,,,,
,,,,,,,1468,1408,,,,1600,,,
,,,,,,,1408,1438,,,,,,,
,,,,,,,1408,1408,,,,,,,
,,,,,,,1478,1498,,,,,,,
,,,,,,,,,,,,,,,
,,,1600,,,,,,,,,,,,
,,,,,,,,1700,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,1418,1438,,,,,,,
,,,,,,,1408,1408,,,,,,,
,,1500,,,,,1408,1408,,,,,1600,,
,,,,,,,1408,1438,,,,,,,
,,,,,,,1478,1498,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,1600,,,,,,,,
,,,,,,,,,,,,,,,
,,,1500,,,,,,,,,,1500,,
,,,,,,,,,,,,,,,
,,,,,,,,,1500,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,170,150,,1702,,,150,190,,,,
,,,,,170,,,,,190,,,,,
,,,,,,170,150,150,190,,,,,,
,,,,,,,150,150,,,,,,,
,,,,,,,170,190,,,,,,,
,,1408,1408,1408,,,1418,1438,,,1408,1408,1408,,
,,,,,,,1408,1408,,,,,,,
,,,1500,,,,1408,1408,,,,1500,,,
,,,,,,,1408,1438,,,,,,,
,,1408,1408,1408,,,1408,1408,,,1408,1408,1408,,
,,,,,,,1408,1408,,,,,,,
,,,,,,,1468,1408,,,,,,,
,,,,,,,1408,1438,,,,,,,
,,,1600,,,,1408,1408,,,,,,,
,,,,,,,1408,1408,,,,,,,
,,,1500,,,,1408,1408,,,,1500,,,
,,,,,,,1408,1438,,,,,,,
,,1408,1408,1408,,,1408,1408,,,1408,1408,1408,,
,,,,,,,1408,1408,,,,,,,
,,1500,,1500,,,1468,1408,,,1500,,1500,,
,,,,,,,1408,1438,,,,,,,
,,1408,1408,1408,,,1408,1408,,,1408,1408,1408,,
,,,,,,,1468,1408,,,,,,,
,,,,,,,1478,1498,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0
