0,,,,,,,,,,,,,,110,150
,,,,,,,,,,,,,,170,150
,,,,,,,,,,,,,,,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,,,,,,170,150
,,,,,,,,,,,,,,,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,,,,,,150,150
130,,,,,,,,,,,,,,170,150
150,150,,,,,,,,,,,,,,150
150,160,,,,,,,,,,,,,150,150
110,150,120,,,,,,,,,,,,150,150
150,130,150,130,,,,202,,,,,,,170,150
150,170,150,150,,,,,,,,,,,,150
150,150,150,150,,,,,,,,,,,150,150
150,130,150,150,,,,,,,,,,,150,150
170,150,150,150,,,,,,,,,,,170,150
150,120,190,150,150,,,,,,,,,,,150
150,150,150,150,150,,,,,,,,,,110,150
160,150,170,150,190,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,200,200,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,200,,,200,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,200,200,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
110,150,120,,,,,,,,,,,,110,120
130,150,160,,,,,,,,,,,,170,190
150,150,150,,,,,,,,,,,,,
170,150,150,150,130,120,,,,,,,,,,
150,150,130,150,180,150,150,150,150,,,,,,,
150,170,150,160,140,150,170,150,140,190,,,,,,
,,,,,,,,,,,,1700,,,
,,,,,,,,,,,,,,,
,,200,,200,,200,,,,,,,,,
,,,,,,,,,,,,,,,150
,,,,,,,,,,,,,,,150
,,,,,,,,,,,,,110,150,150
,,,,150,160,140,150,150,120,150,150,130,150,150,150
,,,,,,,170,150,150,190,150,180,150,150,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,,,,,,170,150
,,,,200,200,,,,,,,,,,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,,,,,,150,160
,,,,,200,,,200,,,,1701,,170,150
,,,,,,,,,,,,,,,150
,,,,,,,,,,,,,,150,150
,,,200,200,,,200,200,,,,,,150,150
,,,,,,,,,,,,,,170,150
,,,,,,,,,,,,,,,120
150,150,,,,,,,,,,,,,150,150
150,150,,,,,,200,200,,,,,,150,160
140,150,150,130,,,,,,,,,,,170,150
150,150,150,150,,,,,,,,,150,130,150,150
150,130,150,150,120,,,,,,,110,190,150,150,150
120,150,150,170,160,,,,,,,140,120,140,170,150
150,170,150,150,190,,,,,,,170,150,150,130,150
150,150,150,,,,,,,,,,,140,150,150
170,180,190,,,,,,,,,,,170,180,190
,,,,,,,,,,,,,,,
,,,,,,,200,,,,,,,,
,,,,,,,200,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,110,150,120,150,130,150,150,150,150
,,,,,,,,,,,,,,150,150
,,,,,,,,,200,,,,,,
,,,,,,,,,200,,,,,,
,,,,,,,,,,,,,,,
140,150,120,150,140,150,130,150,190,,,,,,,
190,,,,,,,,,,,,,,,
,,,,,200,,200,200,,200,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,200,,200,,200,200,,200,,200,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
110,120,,,,,,,,,,,,,110,120
150,190,,,,,,,,,,,,,170,150
150,150,150,,,,,,,,,,,150,150,150
170,180,190,,,,,200,200,,,,,170,180,190
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,160,140,,,,,160,140,,,,
,,,,120,,,,,,,150,,,,
,,,,150,,,1702,,,,130,,,,
,,,,170,,,,,,,170,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,130,,,,,,,,,120,,,
,,,150,,,,202,,,,,170,,,
,,,170,,,,,,,,,190,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
